rn	clust_M0_lam0.2_k25_kgeom30_res1	clust_M0_lam0.2_k50_kgeom30_res1	clust_M0_lam0.2_k100_kgeom30_res1
Br5529_amcjhjkm-1	X8	X7	X6
Br5529_amdbeaio-1	X8	X7	X7
Br5529_amdbhnpg-1	X3	X3	X3
Br5529_amdbidfm-1	X2	X2	X2
Br5529_amdjdikk-1	X9	X7	X6
Br5529_amedghdj-1	X14	X4	X10
Br5529_amegpdll-1	X3	X3	X3
Br5529_amehnbbi-1	X3	X3	X3
Br5529_amelbeef-1	X21	X19	X3
Br5529_amemljae-1	X21	X19	X16
Br5529_amgfhdcd-1	X21	X19	X16
Br5529_amghpeic-1	X10	X18	X15
Br5529_amgjjnlo-1	X3	X3	X3
Br5529_amhhdnme-1	X26	X18	X19
Br5529_amhincnb-1	X3	X3	X3
Br5529_amifgjgi-1	X3	X3	X3
Br5529_amimeekg-1	X26	X21	X19
Br5529_amjbnagn-1	X26	X21	X19
Br5529_amjdhaml-1	X3	X18	X15
Br5529_amjmmdep-1	X26	X21	X19
Br5529_amjofhna-1	X21	X19	X16
Br5529_amkhnfih-1	X26	X21	X19
Br5529_amljfpak-1	X10	X10	X8
Br5529_amljlbpg-1	X10	X12	X19
Br5529_amlloece-1	X8	X7	X7
Br5529_amlngaok-1	X3	X3	X3
Br5529_ammblfld-1	X1	X1	X1
Br5529_ammgdhpf-1	X21	X19	X16
Br5529_ammocadd-1	X3	X18	X15
Br5529_ammpjiag-1	X10	X18	X8
Br5529_amnbmnda-1	X2	X2	X2
Br5529_amncblai-1	X3	X18	X15
Br5529_amnjpidl-1	X2	X2	X2
Br5529_amoicocd-1	X3	X3	X3
Br5529_amojndhg-1	X1	X1	X1
Br5529_amonkpge-1	X21	X19	X16
Br5529_amonpgig-1	X3	X3	X3
Br5529_amoodidc-1	X25	X20	X20
Br5529_amopebea-1	X17	X11	X16
Br5529_ampafdgb-1	X1	X1	X1
Br5529_ampamlio-1	X3	X3	X3
Br5529_ampbjelg-1	X3	X3	X3
Br5529_ampfjaeo-1	X2	X2	X2
Br5529_ampigjcj-1	X3	X3	X3
Br5529_ampjdcad-1	X6	X6	X5
Br5529_ampmbpaf-1	X2	X2	X2
Br5529_anabmgob-1	X10	X12	X19
Br5529_anaiappl-1	X5	X5	X4
Br5529_anapibip-1	X16	X12	X8
Br5529_anbaijgm-1	X3	X3	X3
Br5529_anbdebma-1	X3	X3	X3
Br5529_anbibigl-1	X1	X1	X1
Br5529_anbmjhoh-1	X21	X19	X16
Br5529_anboajbb-1	X21	X19	X16
Br5529_anbofekn-1	X3	X3	X3
Br5529_ancmajam-1	X8	X7	X7
Br5529_andedlfc-1	X8	X7	X7
Br5529_andlgmna-1	X16	X12	X8
Br5529_andmhjjo-1	X2	X2	X2
Br5529_andoigoe-1	X21	X11	X16
Br5529_anepbnmj-1	X12	X19	X16
Br5529_anfbconh-1	X3	X4	X3
Br5529_anfdgcjo-1	X8	X7	X6
Br5529_anfneeec-1	X3	X4	X3
Br5529_angjncfo-1	X21	X19	X16
Br5529_angjoake-1	X16	X12	X8
Br5529_angnlfff-1	X2	X2	X2
Br5529_anhmopph-1	X10	X18	X15
Br5529_anifidcn-1	X2	X2	X2
Br5529_anikdepb-1	X2	X2	X2
Br5529_anikjmpo-1	X5	X5	X4
Br5529_anjbphmn-1	X8	X7	X6
Br5529_anjkjmbm-1	X18	X17	X6
Br5529_anjnibkj-1	X21	X19	X11
Br5529_anjonpcn-1	X8	X7	X6
Br5529_ankddgdh-1	X14	X4	X11
Br5529_ankgoboi-1	X14	X4	X11
Br5529_ankkaghm-1	X5	X5	X4
Br5529_ankkigik-1	X8	X7	X7
Br5529_anlcecan-1	X1	X1	X3
Br5529_anlkkhdc-1	X1	X1	X1
Br5529_anlmkndp-1	X3	X4	X3
Br5529_anlpcnna-1	X17	X11	X9
Br5529_anmakikc-1	X20	X18	X15
Br5529_anmdeigb-1	X1	X1	X1
Br5529_anmihdbn-1	X17	X11	X10
Br5529_anneldmb-1	X17	X11	X9
Br5529_annfnkgh-1	X3	X4	X3
Br5529_annkfmcf-1	X20	X10	X15
Br5529_annlacgm-1	X13	X11	X9
Br5529_annmbkfa-1	X2	X2	X2
Br5529_annnlpch-1	X13	X4	X3
Br5529_annpjopa-1	X14	X4	X11
Br5529_anogceje-1	X5	X5	X4
Br5529_anoggdph-1	X1	X1	X1
Br5529_anooohof-1	X5	X5	X4
Br5529_anphhegb-1	X3	X3	X3
Br5529_aoaaklmp-1	X14	X4	X11
Br5529_aoaehblh-1	X3	X3	X3
Br5529_aoakibkb-1	X2	X2	X2
Br5529_aoanobii-1	X11	X11	X9
Br5529_aobacpof-1	X6	X6	X5
Br5529_aobaobgm-1	X8	X9	X6
Br5529_aobppjoa-1	X21	X11	X10
Br5529_aocopabk-1	X21	X11	X16
Br5529_aodbnnen-1	X3	X4	X1
Br5529_aodclgbo-1	X2	X2	X2
Br5529_aodfdheb-1	X3	X18	X15
Br5529_aodgomlb-1	X2	X2	X2
Br5529_aodmkdba-1	X5	X5	X4
Br5529_aoeajglg-1	X3	X4	X3
Br5529_aoeakkle-1	X3	X4	X3
Br5529_aoeemlcb-1	X1	X1	X1
Br5529_aoeokikp-1	X2	X2	X2
Br5529_aofahplb-1	X6	X6	X5
Br5529_aogcfgbe-1	X19	X2	X2
Br5529_aoghodlc-1	X19	X6	X5
Br5529_aogimfpn-1	X6	X6	X5
Br5529_aohfneko-1	X8	X7	X7
Br5529_aoiefgpf-1	X15	X14	X12
Br5529_aoifkaol-1	X3	X4	X3
Br5529_aoiigpah-1	X19	X2	X2
Br5529_aoikaomm-1	X11	X3	X3
Br5529_aoikgeek-1	X8	X7	X7
Br5529_aojbdilk-1	X3	X4	X3
Br5529_aojbobfi-1	X11	X11	X9
Br5529_aojcabgn-1	X14	X4	X11
Br5529_aojhfnck-1	X3	X4	X3
Br5529_aojpidcj-1	X23	X4	X6
Br5529_aokcnnjd-1	X20	X4	X6
Br5529_aokdojgm-1	X14	X4	X11
Br5529_aokeagbi-1	X19	X2	X2
Br5529_aokjdbal-1	X15	X14	X12
Br5529_aoljackc-1	X15	X2	X2
Br5529_aollomnh-1	X11	X4	X3
Br5529_aomcdkfl-1	X9	X4	X3
Br5529_aomekgac-1	X14	X4	X11
Br5529_aomkbceb-1	X23	X4	X3
Br5529_aomnabjh-1	X20	X18	X15
Br5529_aomoicje-1	X14	X17	X6
Br5529_aonbghaa-1	X14	X4	X16
Br5529_aongifac-1	X8	X7	X6
Br5529_aonhdclp-1	X17	X11	X16
Br5529_aonhjgme-1	X23	X16	X18
Br5529_aonjmdko-1	X14	X4	X3
Br5529_aoodfljn-1	X14	X4	X11
Br5529_aooejbkb-1	X17	X19	X16
Br5529_aoogfdhe-1	X4	X15	X13
Br5529_aoooplbc-1	X8	X7	X7
Br5529_aopadhnc-1	X5	X5	X4
Br5529_aopgjfch-1	X8	X7	X7
Br5529_apaemmjk-1	X3	X3	X3
Br5529_apalmcga-1	X3	X3	X3
Br5529_apambiij-1	X5	X5	X4
Br5529_apbalnaj-1	X1	X1	X1
Br5529_apbaplej-1	X14	X4	X6
Br5529_apbenbcc-1	X20	X18	X15
Br5529_apbfmpeb-1	X17	X11	X10
Br5529_apbihlhc-1	X14	X4	X6
Br5529_apbkmffg-1	X7	X8	X17
Br5529_apblfogm-1	X8	X7	X7
Br5529_apbmeaoi-1	X8	X7	X7
Br5529_apbmkkjd-1	X2	X2	X2
Br5529_apbpikjn-1	X17	X11	X10
Br5529_apcaidoo-1	X2	X2	X5
Br5529_apceageo-1	X5	X5	X4
Br5529_apdddeep-1	X3	X4	X3
Br5529_apdoblgl-1	X14	X4	X11
Br5529_apdoogde-1	X7	X8	X17
Br5529_apeeljgj-1	X7	X4	X6
Br5529_apeelmhh-1	X1	X1	X6
Br5529_apfdlpcn-1	X3	X18	X15
Br5529_apffpkap-1	X5	X5	X4
Br5529_apfhmgoj-1	X14	X4	X6
Br5529_apflijng-1	X10	X12	X8
Br5529_apfmiklp-1	X21	X19	X16
Br5529_apfpemie-1	X14	X4	X6
Br5529_apgaffgb-1	X3	X1	X3
Br5529_apggijpm-1	X6	X3	X3
Br5529_apgppgbp-1	X3	X1	X1
Br5529_aphbmnmm-1	X14	X4	X11
Br5529_aphedlcf-1	X9	X17	X15
Br5529_apiapajo-1	X2	X2	X2
Br5529_apifcjfa-1	X14	X4	X15
Br5529_apiflclh-1	X9	X9	X14
Br5529_apikecon-1	X3	X4	X3
Br5529_apiliada-1	X20	X4	X3
Br5529_apjcldbn-1	X8	X7	X6
Br5529_apjlkihl-1	X12	X19	X16
Br5529_apjpaied-1	X18	X17	X6
Br5529_apkcjfol-1	X18	X4	X3
Br5529_apkgbleb-1	X23	X16	X18
Br5529_apknpjjm-1	X20	X18	X15
Br5529_aplaipcc-1	X12	X11	X16
Br5529_aplfjndn-1	X21	X19	X16
Br5529_aplhidap-1	X3	X3	X3
Br5529_aplilobh-1	X1	X1	X1
Br5529_aplmipag-1	X21	X4	X11
Br5529_apmmadla-1	X16	X12	X8
Br5529_apmnogjk-1	X21	X4	X11
Br5529_apnabeoc-1	X3	X5	X6
Br5529_apncojpi-1	X3	X3	X3
Br5529_apnkhmpj-1	X16	X12	X8
Br5529_apnnkoik-1	X5	X5	X4
Br5529_apoajpgm-1	X14	X4	X3
Br5529_apohncnc-1	X3	X4	X3
Br5529_appbhmni-1	X5	X5	X4
Br5529_appdkhle-1	X2	X2	X2
Br5529_appgamcl-1	X6	X6	X5
Br5529_appjbblb-1	X2	X2	X2
Br5529_baadpbcn-1	X21	X11	X16
Br5529_baajggdj-1	X3	X3	X3
Br5529_babflooa-1	X2	X2	X2
Br5529_bacajlhh-1	X11	X7	X6
Br5529_bacbkacm-1	X18	X17	X6
Br5529_bacjimgm-1	X10	X12	X8
Br5529_bacmhfek-1	X3	X4	X3
Br5529_bacmpoce-1	X5	X5	X4
Br5529_badbllca-1	X18	X17	X6
Br5529_badbmgnm-1	X8	X7	X7
Br5529_badejaag-1	X3	X3	X3
Br5529_badpldek-1	X3	X4	X3
Br5529_baegbogl-1	X3	X3	X3
Br5529_baejjajf-1	X20	X18	X15
Br5529_baekocpg-1	X3	X3	X3
Br5529_baenhnnn-1	X6	X6	X1
Br5529_baeoebik-1	X20	X18	X15
Br5529_baepibjl-1	X3	X4	X3
Br5529_bafbokip-1	X18	X17	X6
Br5529_bafiabcl-1	X10	X12	X8
Br5529_bafikomc-1	X20	X18	X15
Br5529_baflnkhb-1	X2	X2	X2
Br5529_bafmgnil-1	X2	X2	X2
Br5529_bagaanmf-1	X12	X11	X16
Br5529_bagboldn-1	X11	X11	X16
Br5529_bagcnmpk-1	X11	X11	X16
Br5529_bagfjmji-1	X5	X5	X4
Br5529_bagihkif-1	X3	X3	X3
Br5529_bagjkbhb-1	X3	X3	X3
Br5529_baglhpdg-1	X3	X4	X3
Br5529_bahakild-1	X1	X1	X1
Br5529_bahdopgg-1	X3	X18	X15
Br5529_bahebgii-1	X3	X4	X3
Br5529_bahefbhc-1	X2	X2	X2
Br5529_bahgfpfb-1	X3	X3	X3
Br5529_bahhnola-1	X3	X3	X3
Br5529_bahmhgca-1	X7	X8	X17
Br5529_baillbkp-1	X14	X4	X11
Br5529_baimaaak-1	X5	X5	X4
Br5529_bajchclp-1	X7	X8	X17
Br5529_bajijcoa-1	X7	X8	X17
Br5529_bajlaodp-1	X20	X18	X15
Br5529_bajmpnko-1	X14	X1	X1
Br5529_bakednhh-1	X1	X1	X1
Br5529_bakfcdno-1	X18	X17	X6
Br5529_bakgcojj-1	X7	X8	X17
Br5529_bakgjnmk-1	X1	X1	X1
Br5529_bakinjig-1	X18	X4	X3
Br5529_balciclj-1	X3	X3	X3
Br5529_balkiaim-1	X8	X7	X6
Br5529_balkimcn-1	X7	X8	X17
Br5529_bamafjec-1	X21	X19	X16
Br5529_bamjhgje-1	X16	X12	X8
Br5529_bammljha-1	X9	X9	X14
Br5529_bamnmmoe-1	X9	X9	X6
Br5529_banfgiag-1	X20	X4	X11
Br5529_bangehpg-1	X2	X2	X2
Br5529_baoiknld-1	X6	X6	X5
Br5529_baolljej-1	X14	X4	X11
Br5529_baooihpl-1	X20	X18	X15
Br5529_baopgpkb-1	X20	X18	X15
Br5529_bapaajci-1	X12	X11	X16
Br5529_bapbbkpp-1	X17	X11	X10
Br5529_bapblaoo-1	X9	X9	X6
Br5529_bbabenjb-1	X5	X11	X16
Br5529_bbadlnne-1	X20	X18	X15
Br5529_bbaphjpj-1	X14	X19	X11
Br5529_bbbdiogc-1	X20	X18	X15
Br5529_bbbejihk-1	X20	X18	X15
Br5529_bbbhkcmj-1	X5	X5	X4
Br5529_bbbmopbc-1	X2	X2	X3
Br5529_bbcecjph-1	X20	X3	X3
Br5529_bbcggbka-1	X5	X5	X4
Br5529_bbcoeiog-1	X2	X6	X5
Br5529_bbdadjad-1	X1	X1	X1
Br5529_bbdmdfil-1	X20	X4	X15
Br5529_bbebccdh-1	X14	X4	X11
Br5529_bbeebjme-1	X8	X7	X7
Br5529_bbegbhdf-1	X14	X4	X3
Br5529_bbehejkn-1	X5	X5	X4
Br5529_bbeinidl-1	X3	X3	X3
Br5529_bbeonnml-1	X6	X6	X5
Br5529_bbeooeka-1	X10	X12	X8
Br5529_bbepohkl-1	X3	X3	X3
Br5529_bbffclcn-1	X3	X3	X3
Br5529_bbflojge-1	X3	X3	X3
Br5529_bbfmjajm-1	X17	X19	X16
Br5529_bbgadejb-1	X20	X12	X8
Br5529_bbgciofl-1	X18	X17	X6
Br5529_bbggmfgi-1	X18	X17	X6
Br5529_bbhdolcc-1	X18	X17	X8
Br5529_bbhldkcg-1	X8	X7	X7
Br5529_bbiapbfb-1	X8	X7	X7
Br5529_bbicjhjf-1	X8	X7	X6
Br5529_bbiimged-1	X18	X4	X15
Br5529_bbijigni-1	X3	X3	X3
Br5529_bbimclin-1	X3	X3	X3
Br5529_bbjccdne-1	X8	X7	X6
Br5529_bbjckfpo-1	X10	X12	X8
Br5529_bbjeface-1	X21	X19	X16
Br5529_bbjjfadf-1	X10	X10	X8
Br5529_bbjnfbmp-1	X20	X18	X15
Br5529_bbjnkloa-1	X3	X3	X3
Br5529_bbkkmaam-1	X3	X3	X3
Br5529_bbklabpn-1	X21	X18	X15
Br5529_bblcijnh-1	X5	X5	X4
Br5529_bblkikbn-1	X12	X11	X16
Br5529_bbmdkbon-1	X1	X1	X1
Br5529_bbmgfofm-1	X18	X3	X3
Br5529_bbmkgcdh-1	X4	X19	X16
Br5529_bbmlfokj-1	X2	X2	X2
Br5529_bbncnoai-1	X9	X4	X6
Br5529_bboaikbj-1	X2	X2	X2
Br5529_bbojijcj-1	X6	X6	X5
Br5529_bbojleji-1	X3	X4	X3
Br5529_bbonmide-1	X10	X12	X8
Br5529_bboofdan-1	X3	X4	X6
Br5529_bbpdedgi-1	X8	X7	X6
Br5529_bcacnbfg-1	X12	X11	X16
Br5529_bcacogbm-1	X20	X18	X15
Br5529_bcaeijmf-1	X20	X18	X15
Br5529_bcamoaic-1	X20	X4	X15
Br5529_bcbabbkj-1	X21	X4	X11
Br5529_bcbafmfl-1	X3	X3	X3
Br5529_bcbdmdig-1	X21	X19	X16
Br5529_bcbgcahc-1	X3	X4	X3
Br5529_bccffnki-1	X3	X18	X15
Br5529_bcdblhpo-1	X2	X2	X2
Br5529_bcdiaihb-1	X2	X2	X2
Br5529_bcdicioj-1	X6	X6	X5
Br5529_bcdndnga-1	X2	X2	X2
Br5529_bceaookj-1	X6	X6	X5
Br5529_bcegbhbj-1	X7	X8	X17
Br5529_bcehobll-1	X3	X3	X3
Br5529_bcejaphn-1	X20	X12	X8
Br5529_bcepfglc-1	X11	X11	X16
Br5529_bcfbjook-1	X3	X3	X3
Br5529_bcfcoegi-1	X3	X1	X1
Br5529_bcfeabgn-1	X9	X9	X6
Br5529_bcfefmkd-1	X19	X10	X5
Br5529_bcfhmmlo-1	X19	X6	X5
Br5529_bcflkndb-1	X19	X6	X5
Br5529_bcgdcjec-1	X19	X6	X5
Br5529_bchbcdpk-1	X3	X3	X3
Br5529_bchlchlg-1	X19	X6	X5
Br5529_bciajfha-1	X19	X2	X5
Br5529_bciajhij-1	X19	X6	X5
Br5529_bcicjjfl-1	X19	X2	X5
Br5529_bciinecb-1	X19	X2	X2
Br5529_bcikojco-1	X19	X6	X5
Br5529_bcioipfn-1	X3	X3	X3
Br5529_bcjbakbg-1	X2	X2	X2
Br5529_bcjdegnm-1	X1	X1	X1
Br5529_bcjkidjb-1	X2	X2	X2
Br5529_bcjlhcil-1	X17	X11	X16
Br5529_bcjpbpjl-1	X3	X3	X3
Br5529_bclhjffb-1	X2	X2	X2
Br5529_bclkfkia-1	X6	X6	X5
Br5529_bclkmikj-1	X3	X3	X3
Br5529_bclkogbc-1	X19	X6	X5
Br5529_bclpfikg-1	X11	X10	X3
Br5529_bcmbajad-1	X19	X2	X2
Br5529_bcmgcibp-1	X19	X2	X2
Br5529_bcmiehkp-1	X19	X6	X5
Br5529_bcnaeidl-1	X3	X1	X3
Br5529_bcnddaeb-1	X11	X10	X3
Br5529_bcnedmhf-1	X2	X2	X2
Br5529_bcngiodk-1	X7	X8	X17
Br5529_bcnhelle-1	X1	X1	X1
Br5529_bcnnbohl-1	X8	X7	X6
Br5529_bcodonid-1	X21	X19	X16
Br5529_bcoeonaa-1	X11	X11	X9
Br5529_bcoipokk-1	X11	X10	X6
Br5529_bcomgipe-1	X10	X10	X8
Br5529_bcphppbi-1	X19	X2	X2
Br5529_bcpmippe-1	X6	X6	X5
Br5529_bcpogdfn-1	X3	X3	X3
Br5529_bdacoioe-1	X10	X18	X15
Br5529_bdadmaio-1	X2	X2	X2
Br5529_bdamahfc-1	X18	X17	X6
Br5529_bdbdhldd-1	X9	X4	X3
Br5529_bdbdjonp-1	X8	X7	X6
Br5529_bdbhklgn-1	X18	X17	X6
Br5529_bdblgman-1	X14	X4	X11
Br5529_bdbooaff-1	X21	X19	X16
Br5529_bdcaekmh-1	X17	X19	X16
Br5529_bdckeggd-1	X3	X3	X3
Br5529_bdclmmeb-1	X1	X1	X1
Br5529_bddakfgj-1	X8	X7	X6
Br5529_bddekcmo-1	X3	X3	X3
Br5529_bddfhhlf-1	X2	X2	X2
Br5529_bddndgcg-1	X3	X4	X3
Br5529_bdejcmpd-1	X21	X19	X16
Br5529_bdfddjfc-1	X3	X3	X3
Br5529_bdffkbkb-1	X3	X3	X3
Br5529_bdfhmmll-1	X3	X18	X15
Br5529_bdfoehah-1	X17	X11	X16
Br5529_bdgfndma-1	X5	X5	X4
Br5529_bdgmogej-1	X3	X18	X15
Br5529_bdgnefgi-1	X3	X3	X3
Br5529_bdhbdfke-1	X14	X4	X3
Br5529_bdhceano-1	X2	X2	X2
Br5529_bdhgdeaf-1	X21	X19	X16
Br5529_bdhgfajp-1	X3	X4	X3
Br5529_bdhjkkdl-1	X9	X3	X3
Br5529_bdhjogkm-1	X3	X3	X3
Br5529_bdiapleb-1	X3	X18	X15
Br5529_bdjkkjgp-1	X21	X19	X16
Br5529_bdkcnobb-1	X10	X12	X8
Br5529_bdkeneod-1	X21	X19	X16
Br5529_bdkleffg-1	X21	X11	X16
Br5529_bdkneomd-1	X3	X3	X3
Br5529_bdkoapef-1	X21	X19	X16
Br5529_bdkoebee-1	X6	X6	X5
Br5529_bdkokjoh-1	X3	X3	X3
Br5529_bdlbmjck-1	X2	X2	X2
Br5529_bdlfecop-1	X2	X2	X2
Br5529_bdloahdg-1	X2	X2	X2
Br5529_bdlojfnn-1	X7	X4	X6
Br5529_bdmdfppd-1	X2	X2	X2
Br5529_bdmfnpnk-1	X2	X2	X2
Br5529_bdmlblbg-1	X2	X2	X3
Br5529_bdmnijdd-1	X2	X17	X15
Br5529_bdmpgoab-1	X7	X4	X6
Br5529_bdmpncjl-1	X8	X7	X7
Br5529_bdndmfnn-1	X20	X12	X8
Br5529_bdnndcck-1	X8	X4	X6
Br5529_bdoadffa-1	X18	X17	X6
Br5529_bdpjdeih-1	X3	X4	X3
Br5529_bdpmandm-1	X7	X8	X17
Br5529_bdpppkge-1	X2	X2	X2
Br5529_beabakcg-1	X8	X7	X6
Br5529_beajhaek-1	X3	X3	X3
Br5529_bebdmahk-1	X16	X12	X8
Br5529_bebiehfc-1	X18	X17	X6
Br5529_bebkpoje-1	X9	X9	X14
Br5529_bebnjckf-1	X3	X4	X3
Br5529_beddjjam-1	X5	X5	X4
Br5529_bedkmone-1	X3	X3	X3
Br5529_bedppjkm-1	X10	X12	X8
Br5529_beeakdfg-1	X9	X4	X6
Br5529_beehijbn-1	X20	X12	X8
Br5529_beelnofa-1	X20	X4	X15
Br5529_beenfhlb-1	X21	X19	X16
Br5529_beeojfpn-1	X14	X4	X11
Br5529_befahehk-1	X14	X9	X6
Br5529_befdaama-1	X3	X3	X3
Br5529_befhobmd-1	X3	X3	X3
Br5529_befjdcpa-1	X3	X3	X3
Br5529_befjjdob-1	X3	X18	X15
Br5529_begaaboc-1	X3	X3	X3
Br5529_begedcie-1	X7	X8	X17
Br5529_behdfbji-1	X2	X2	X2
Br5529_behilapo-1	X3	X3	X3
Br5529_behpnhbp-1	X5	X5	X4
Br5529_beibanhi-1	X3	X3	X3
Br5529_beiedikm-1	X8	X7	X7
Br5529_bejdhenl-1	X7	X4	X6
Br5529_bejfpocp-1	X18	X17	X6
Br5529_bejhccbl-1	X8	X7	X7
Br5529_bejnnlln-1	X7	X4	X6
Br5529_bejplial-1	X9	X9	X14
Br5529_bekiflef-1	X7	X4	X6
Br5529_bekopkgf-1	X5	X5	X4
Br5529_bembcnpc-1	X3	X3	X3
Br5529_bemchlgk-1	X3	X3	X3
Br5529_bemcklic-1	X8	X7	X7
Br5529_bemigapo-1	X3	X4	X3
Br5529_benbjjge-1	X18	X16	X3
Br5529_bencklfk-1	X6	X3	X3
Br5529_beoefdah-1	X2	X2	X2
Br5529_beojglhl-1	X3	X3	X3
Br5529_beojnbip-1	X22	X1	X1
Br5529_beolcccn-1	X1	X1	X1
Br5529_bepadnjk-1	X14	X1	X1
Br5529_bepcneki-1	X8	X7	X7
Br5529_bepjbooa-1	X8	X7	X7
Br5529_bfagfdcf-1	X17	X11	X10
Br5529_bfahkoed-1	X17	X11	X10
Br5529_bfaijifk-1	X22	X1	X1
Br5529_bfamblla-1	X3	X4	X3
Br5529_bfbggapn-1	X14	X11	X10
Br5529_bfbllpfh-1	X9	X4	X6
Br5529_bfblpgha-1	X3	X3	X3
Br5529_bfbnfllp-1	X21	X19	X16
Br5529_bfcejafo-1	X3	X3	X3
Br5529_bfckcobb-1	X1	X1	X1
Br5529_bfclhegh-1	X9	X9	X14
Br5529_bfdcbfhl-1	X17	X11	X10
Br5529_bfdjbanm-1	X18	X12	X8
Br5529_bfdkbcko-1	X14	X4	X11
Br5529_bfdnakji-1	X11	X11	X9
Br5529_bfdpafho-1	X3	X1	X3
Br5529_bfejnbij-1	X3	X3	X3
Br5529_bfekineo-1	X15	X14	X12
Br5529_bfgboecg-1	X2	X2	X2
Br5529_bfghjnkc-1	X2	X2	X2
Br5529_bfgmbhaa-1	X11	X11	X9
Br5529_bfhbibje-1	X20	X18	X15
Br5529_bfhkanmb-1	X3	X3	X3
Br5529_bfhlagok-1	X6	X6	X5
Br5529_bfianfgm-1	X2	X2	X2
Br5529_bfibcebc-1	X3	X18	X15
Br5529_bfibipam-1	X3	X3	X3
Br5529_bfiiloih-1	X3	X4	X3
Br5529_bfillgpc-1	X21	X4	X11
Br5529_bfinclpl-1	X3	X3	X3
Br5529_bfipgemh-1	X5	X5	X4
Br5529_bfjaoojj-1	X20	X18	X15
Br5529_bfjbejmf-1	X3	X3	X3
Br5529_bfjkchhl-1	X3	X4	X3
Br5529_bfjmcjcg-1	X9	X4	X6
Br5529_bfjncdhc-1	X19	X3	X3
Br5529_bfkgphjc-1	X9	X9	X6
Br5529_bfknggoe-1	X5	X5	X4
Br5529_bflbpnie-1	X8	X7	X7
Br5529_bflddlab-1	X8	X7	X6
Br5529_bfleioig-1	X5	X5	X4
Br5529_bfmenlhg-1	X14	X4	X11
Br5529_bfmhpcli-1	X16	X12	X8
Br5529_bfnangff-1	X21	X19	X16
Br5529_bfndblkf-1	X3	X3	X3
Br5529_bfnjfglj-1	X14	X4	X11
Br5529_bfnmlmcp-1	X3	X3	X3
Br5529_bfnpckci-1	X18	X17	X6
Br5529_bfofmpbn-1	X14	X4	X3
Br5529_bfohaklk-1	X1	X4	X3
Br5529_bfoklcie-1	X14	X4	X3
Br5529_bfpbiomm-1	X21	X19	X16
Br5529_bfpdacng-1	X10	X12	X8
Br5529_bfpeljfi-1	X21	X19	X16
Br5529_bfpiciib-1	X3	X4	X3
Br5529_bfpighni-1	X3	X3	X3
Br5529_bfpipfal-1	X1	X1	X1
Br5529_bfpnmckl-1	X11	X11	X16
Br5529_bgajihfl-1	X21	X19	X16
Br5529_bgaokmlk-1	X1	X1	X1
Br5529_bgapomdn-1	X23	X16	X18
Br5529_bgbdicia-1	X9	X3	X3
Br5529_bgbgelbj-1	X17	X11	X10
Br5529_bgcnnnjo-1	X14	X4	X3
Br5529_bgdcjfmp-1	X10	X12	X8
Br5529_bgdgdfph-1	X3	X3	X3
Br5529_bgebjibf-1	X3	X4	X3
Br5529_bgejldfc-1	X1	X1	X1
Br5529_bgfcidjk-1	X8	X7	X7
Br5529_bgffhdkp-1	X8	X7	X7
Br5529_bgfindjk-1	X8	X7	X6
Br5529_bgfjgomi-1	X8	X7	X6
Br5529_bgflmphn-1	X8	X7	X7
Br5529_bgflpgpj-1	X3	X3	X3
Br5529_bgggcoii-1	X6	X6	X5
Br5529_bgglhfbn-1	X2	X2	X2
Br5529_bgglhgfd-1	X3	X3	X3
Br5529_bggpolbe-1	X14	X4	X11
Br5529_bghbjgdh-1	X7	X8	X17
Br5529_bghblkjf-1	X7	X4	X11
Br5529_bghkejka-1	X9	X9	X6
Br5529_bghoofnb-1	X9	X9	X6
Br5529_bghpeefi-1	X7	X8	X17
Br5529_bgicjmgj-1	X14	X4	X3
Br5529_bgigmlga-1	X5	X5	X4
Br5529_bgijefgc-1	X14	X4	X3
Br5529_bgijholl-1	X9	X7	X6
Br5529_bgiomana-1	X8	X7	X7
Br5529_bgjeajon-1	X14	X4	X11
Br5529_bgjlgbid-1	X3	X4	X3
Br5529_bgjnaadg-1	X1	X1	X1
Br5529_bgkadcld-1	X3	X4	X3
Br5529_bgkdcief-1	X3	X3	X3
Br5529_bgkmgmdn-1	X17	X11	X16
Br5529_bgkpkjao-1	X17	X11	X16
Br5529_bglagdbe-1	X3	X3	X3
Br5529_bgldhkkj-1	X10	X12	X8
Br5529_bglhoelb-1	X3	X18	X15
Br5529_bgljnmij-1	X5	X5	X4
Br5529_bgmcddcm-1	X3	X3	X3
Br5529_bgmgehka-1	X5	X5	X4
Br5529_bgmjefil-1	X3	X4	X3
Br5529_bgmjkogh-1	X9	X4	X6
Br5529_bgmmedef-1	X9	X9	X6
Br5529_bgmndpdg-1	X9	X9	X6
Br5529_bgmpknnl-1	X3	X4	X3
Br5529_bgnmipde-1	X8	X7	X7
Br5529_bgnmpapm-1	X2	X2	X2
Br5529_bgnpnhei-1	X14	X4	X6
Br5529_bgodbbhc-1	X8	X7	X7
Br5529_bgonoieb-1	X5	X5	X4
Br5529_bgpcabbg-1	X13	X4	X9
Br5529_bhabpkia-1	X1	X1	X1
Br5529_bhadbepp-1	X20	X18	X15
Br5529_bhaedgkh-1	X17	X11	X9
Br5529_bhaiplcd-1	X17	X11	X9
Br5529_bhakgfni-1	X3	X18	X15
Br5529_bhanjcnh-1	X6	X6	X5
Br5529_bhapmodm-1	X6	X6	X5
